,text,labels
2248,['здравствовать в'],способ доставки
2249,['здравствовать отправлять'],способ доставки
2250,['здравствовать в'],способ доставки
2251,['а какой оплата наличка курьер получение'],способ доставки
2252,['а какой оплата наличка курьер получение'],способ доставки
2253,['а какой оплата наличка курьер получение'],способ доставки
2254,['это почта'],способ доставки
2255,['а какой наличка курьер при получение'],способ доставки
2256,['здравствовать в'],способ доставки
2257,['вы я так понимать отправлять'],способ доставки
2258,['здравствовать отправлять'],способ доставки
2259,['это почта'],способ доставки
2260,['какой оплата наличка курьер при получение'],способ доставки
2261,['а оплата наличка курьер при получение'],способ доставки
2262,['а какой оплата наличка курьер при'],способ доставки
2263,['а какой оплата наличка при получение'],способ доставки
2264,['вы я так почта отправлять'],способ доставки
2265,['я так понимать почта отправлять'],способ доставки
2266,['вы я так понимать почта'],способ доставки
2267,['здравствовать в'],способ доставки
2268,['я так понимать почта отправлять'],способ доставки
2269,['вы так понимать почта отправлять'],способ доставки
2270,['вы я так понимать почта'],способ доставки
2271,['это быть'],способ доставки
2272,['в отправлять'],способ доставки
2273,['почта быть'],способ доставки
2274,['а какой оплата наличка при получение'],способ доставки
2275,['это быть'],способ доставки
2276,['а какой оплата наличка курьер получение'],способ доставки
2277,['в отправлять'],способ доставки
2278,['я так понимать почта отправлять'],способ доставки
2279,['в отправлять'],способ доставки
2280,['здравствовать отправлять'],способ доставки
2281,['здравствовать отправлять'],способ доставки
2282,['это быть'],способ доставки
2283,['а какой оплата курьер при получение'],способ доставки
2284,['это быть'],способ доставки
2285,['вы я так понимать почта'],способ доставки
2286,['я так понимать почта отправлять'],способ доставки
2287,['почта быть'],способ доставки
2288,['а какой оплата курьер при получение'],способ доставки
2289,['это быть'],способ доставки
2290,['почта быть'],способ доставки
2291,['какой оплата наличка курьер при получение'],способ доставки
2292,['какой оплата наличка курьер при получение'],способ доставки
2293,['а какой оплата наличка при получение'],способ доставки
2294,['почта быть'],способ доставки
2295,['это почта'],способ доставки
2296,['вы я так понимать почта'],способ доставки
2297,['вы я так понимать отправлять'],способ доставки
2298,['а какой оплата курьер при получение'],способ доставки
2299,['это почта'],способ доставки
2300,['вы я понимать почта отправлять'],способ доставки
2301,['здравствовать в'],способ доставки
2302,['вы я так понимать почта'],способ доставки
2303,['это почта'],способ доставки
2304,['а какой оплата наличка курьер получение'],способ доставки
2305,['это почта'],способ доставки
2306,['а какой оплата наличка при получение'],способ доставки
2307,['это почта'],способ доставки
2308,['здравствовать в'],способ доставки
2309,['вы я так понимать отправлять'],способ доставки
2310,['это быть'],способ доставки
2311,['это почта'],способ доставки
2312,['вы я так понимать почта'],способ доставки
2313,['я так понимать почта отправлять'],способ доставки
2314,['а какой наличка курьер при получение'],способ доставки
2315,['а оплата наличка курьер при получение'],способ доставки
2316,['вы я так понимать почта'],способ доставки
2317,['почта быть'],способ доставки
2318,['какой оплата наличка курьер при получение'],способ доставки
2319,['здравствовать отправлять'],способ доставки
2320,['а какой оплата курьер при получение'],способ доставки
2321,['а какой наличка курьер при получение'],способ доставки
2322,['здравствовать в'],способ доставки
2323,['а какой оплата наличка курьер получение'],способ доставки
2324,['а какой наличка курьер при получение'],способ доставки
2325,['почта быть'],способ доставки
2326,['вы я так понимать почта'],способ доставки
2327,['вы я так понимать отправлять'],способ доставки
2328,['вы я так понимать почта'],способ доставки
2329,['а какой наличка курьер при получение'],способ доставки
2330,['здравствовать отправлять'],способ доставки
2331,['почта быть'],способ доставки
2332,это почта быть,способ доставки
2333,вы я так понимать почта отправлять,способ доставки
2334,здравствовать в отправлять,способ доставки
2335,а какой оплата наличка курьер при получение,способ доставки
2336,а как этот процедура происходить просто я думать быть курьер с кто можно и вернуть если что,способ доставки
2337,хорошо блуза м размер подсказывать доставка жить в,способ доставки
2338,я просто первый раз заказывать и не очень понимать как это происходить и что такой сдэк,способ доставки
2339,чтоб быстро через сдэк давать какой еще данные нужный для отправка,способ доставки
2340,да до дверь,способ доставки
2341,переверзевый северный проезд спа салон,способ доставки
2342,добрый вечер хотеть бы заказывать брюки м черный или темно синий цвет и халат м ткань более плотный размер быть ли данные позиция в наличие доставка почта,способ доставки
2343,отправлять,способ доставки
2344,добрый вечер это у я заказ костюм м м р сатори черный с ярко голубой и черный брюки размер не получать ответ по почта так что хотеть уточнять тут как оплачивать заказ,способ доставки
2345,да спасибо я подходить доставка почта,способ доставки
2346,какой размер и доставка,способ доставки
2347,а доставка почта или курьер,способ доставки
2348,экспресс доставка,способ доставки
2349,и доставка там вроде халат и комбинезон но за я больше нравиться,способ доставки
2350,здравствовать у вы можно сделать заказ в ярославский обл,способ доставки
2351,я быть бы удобно забирать на я так понимать что мочь сейчас сделать заказ потом я прийти оповещение я приезжать на там же оплачивать и забирать заказ,способ доставки
2352,можно несколько модель заказывать с курьер,способ доставки
2353,я вполне устраивать почта,способ доставки
2354,как доставка,способ доставки
2355,с доставка доставка почта,способ доставки
2356,сказать а быть доставка в спб,способ доставки
2357,получать на почта,способ доставки
2358,комбинезон м женский размер ягодный бордовый получатель адрес г дзержинский район бульвар тилетие победа д кв доставка курьер только хотеть оплачивать все вы на карта чтобы получатель ничего не платить возможный такой вариант,способ доставки
2359,вот сдэк я устраивать,способ доставки
2360,условие доставка,способ доставки
2361,сдэк рубль,способ доставки
2362,яворская м р тися белый шт м р тися белый шт парковый д сдек,способ доставки
2363,я по повод доставка в целое,способ доставки
2364,здравствовать у вы заказывать можно только по интернет или быть магазин если быть можно адрес пожалуйста,способ доставки
2365,можно компания сдэк,способ доставки
2366,добрый день давать я на почта оплачивать при получение не много с финансы не подросчитывать,способ доставки
2367,здравствовать а доставка в другой город быть,способ доставки
2368,курьер,способ доставки
2369,размер быть и какой образ можно получать заказ,способ доставки
2370,вы отправлять на пункт доставка,способ доставки
2371,м р сатори белый сдек до дверь новобасманский д,способ доставки
2372,добрый день я очень возмущать курьерский служба наш город сегодня день я позвонить курьер чтобы доставлять комбинезон договариваться на час в я он перезванивать и курьер я очень грубо отвечать что он сейчас в один мы пункт ехать потом в другой и он не телепорт извинять я за курьерский доставка еще должный быть заплатить руб чтобы так по хамски себя,способ доставки
2373,доставка через почитать или курьер,способ доставки
2374,доставка сдэк до пункт выдача быть,способ доставки
2375,а почта быстрый который день идти смочь отправлять,способ доставки
2376,а трек номер быть чтоб отслеживать,способ доставки
2377,а пункт выдача вы не уточнять,способ доставки
2378,почта,способ доставки
2379,здравствовать хотеть узнавать прайс халат и доставка в другой город какой способ отправлять,способ доставки
2380,это сдек туда отправлять,способ доставки
2381,р это курьер прямой на адрес приходить или на почитать,способ доставки
2382,тогда когда отправка быть почта рассчитывать чтобы посылка успевать приходить,способ доставки
2383,через почитать,способ доставки
2384,сдек до дверь,способ доставки
2385,ангел переулок сдек до склад,способ доставки
2386,вы тут не причем почта значит так работать я завтра попросить соседка чтоб она посмотреть в почтовый ящик быть ли там извещение какой нибудь я вы отписываться завтра,способ доставки
2387,а что сдэк,способ доставки
2388,можно не по почта а сдэк как удобно оплачивать,способ доставки
2389,вы сам написать я как прийти или почта оповещать я об это,способ доставки
2390,добрый вечер я интересный комбинезон быть ли розовый прдсказывать по размер цена и доставка в другой город,способ доставки
2391,чуть великоватый но я мочь ушивать это просто и быстро что опять с почта мучаться а так отличный платье по качество я нравиться спасибо,способ доставки
2392,аа хорошо а то я с почта не очень,способ доставки
2393,хорошо на почитать,способ доставки
2394,а какой вариант доставка в московский область,способ доставки
2395,или забирать у вы по адрес,способ доставки
2396,транспортный компания нельзя доставлять только почта,способ доставки
2397,вы они почта отправлять и как оплачивать,способ доставки
2398,здрваствовать а доставка в днр случайно нет,способ доставки
2399,доставка почта я все написать,способ доставки
2400,я хорошо по почта,способ доставки
2401,курьер остальной все вроде,способ доставки
2402,до пункт,способ доставки
2403,давать сразу раз вы считать что он хорошо подходить и просто почта вы отправлять как с оплата,способ доставки
2404,сдэк,способ доставки
2405,курьер,способ доставки
2406,добрый день а отправлять по почта,способ доставки
2407,я просто с почта жить на выселки перевод совершать,способ доставки
2408,,способ доставки
2409,где забирать,способ доставки
2410,еще вопрос а в днр реально отсылать,способ доставки
2411,без доставка,способ доставки
2412,добрый вечер а возможно в оформеление заказ,способ доставки
2413,тогда хорошо через курьер,способ доставки
2414,курьерский доставка,способ доставки
2415,а сколько пасылка смочь на почта полежать я просто не знать когда вернуться из другой город,способ доставки
2416,добрый день я не просить отправлять халат почта я хотеть чтобы быть отправка как рано я не удобно через почитать заберать там вечный очередь да и почта не попуть а вы все перепутывать т к я приходить извещение что нужно получать заказ на почта почему,способ доставки
2417,а что вы про курьерский сдэк говорить,способ доставки
2418,хорошо спасибо если транспортный доставка как получать,способ доставки
2419,доставка быть,способ доставки
2420,ничего страшный быть ждать может быть возможность курьерский доставка отправлять теперь а то вдруг повторяться ну вообще как считать нужный и как хорошо быть,способ доставки
2421,самовызов быть,способ доставки
2422,сдек рубль,способ доставки
2423,здравствовать а вы почта пересылать спец одежда,способ доставки
2424,здравствовать костюм по все страна отправлять,способ доставки
2425,а вы в отправлять,способ доставки
2426,м р тися мята м р тися мята быть в наличие,способ доставки
2427,хорошо я согласный с курьер пусть быть рубль,способ доставки
2428,курьерский доставка заказ сувханова забывать написать вы,способ доставки
2429,здравствовать вы доставлять по мо,способ доставки
2430,на почта же,способ доставки
2431,губский тело хорошо сдэк оплачивать он при получение и можно отдельно стоимость блуза и брюки написать,способ доставки
2432,доставка почта оплата там же,способ доставки
2433,здравствовать размер и что на счет доставка,способ доставки
2434,яворская м р тися белый шт м р тися белый шт парковый д сдек,способ доставки
2435,почта,способ доставки
2436,да на почта,способ доставки
2437,через сдэк если можно я так думать тогда индекс не нужный,способ доставки
2438,курьер,способ доставки
2439,добрый вечер а как в спб осуществляться доставка,способ доставки
2440,доставка по быть,способ доставки
2441,проезд курьер доставка до дверь,способ доставки
2442,сдек рубль,способ доставки
2443,здравствовать а быть доставка,способ доставки
2444,доставка почта,способ доставки
2445,на работа он отправлять,способ доставки
2446,а он на почта сколько лежать быть у я просто график щас такой,способ доставки
2447,отправлять,способ доставки
2448,давать уточнять про доставка,способ доставки
2449,извинять а где пункт выдача,способ доставки
2450,почта,способ доставки
2451,почта и еще за пересылка деньги вы,способ доставки
2452,когда я ждать курьер,способ доставки
2453,почта,способ доставки
2454,добрый день она на почта у я скоро забирать пока что не мочь лежать в больница спасибо,способ доставки
2455,заказ почта,способ доставки
2456,здравствовать а вы одежда постоять отправлять,способ доставки
2457,давать сдек тинянский,способ доставки
2458,вы на почитать отправлять,способ доставки
2459,а почта до сколько пересылка,способ доставки
2460,пункт выдача ул,способ доставки
2461,по почта пересылать,способ доставки
2462,а прийти на почитать,способ доставки
2463,можно сделать доставка сдэк на гражданский,способ доставки
2464,сдэк,способ доставки
2465,за почтовый услуга говорить,способ доставки
2466,чтоб не через почитать я просто на работа нужно а не по домашний адрес,способ доставки
2467,ока давать курьерский тогда и я поменять а где пункт,способ доставки
2468,вы я тоже сдэк отправлять быть,способ доставки
2469,а где пункт выдача находиться,способ доставки
2470,здравствовать а я оповещение прийти что посылка доставлять курьерский сдэк,способ доставки
2471,почта,способ доставки
2472,а по почта можно,способ доставки
2473,давать курьерский доставка как оплачивать,способ доставки
2474,получать в пункт выдача там же мочь отправлять,способ доставки
2475,я пожалуйста вот такой костюм лиловый размер верх и низ из плотный ткань и доставка почта правильно,способ доставки
2476,спасибо большой доставка в быть,способ доставки
2477,доставка в регион,способ доставки
2478,курьер,способ доставки
2479,а курьер как,способ доставки
2480,почта еще учитываться км,способ доставки
2481,почта,способ доставки
2482,а курьерский служба нельзя доставлять я июнь надо улетать в другой страна,способ доставки
2483,тогда хорошо почта,способ доставки
2484,у вы доставка на все город быть да,способ доставки
2485,сказать пожалуйста вы костюм в отправлять,способ доставки
2486,я же прсил отправлять посылка на пункт доставка,способ доставки
2487,почта,способ доставки
2488,отправка сдек,способ доставки
2489,добрый вечер в почтовый ящик нет никакой извещение о посылка так что нет у мы на почта это точно вы подавать на розыск ведь,способ доставки
2490,только не почта,способ доставки
2491,м р голубой тися г ул почта получение в отделение м р салатный тися,способ доставки
2492,добрый вечер а если и блузка заказывать и халат то доставка какой,способ доставки
2493,на чайковский метро чернышевский,способ доставки
2494,то быть я нужно быть просто приходить в офис сдек с неподошедший блуза они она сам упаковывать и отправлять обратно вы,способ доставки
2495,да сдек,способ доставки
2496,курьер,способ доставки
2497,курьер взять если не до квартира,способ доставки
2498,как доставка осуществляться,способ доставки
2499,в доставка на дом нет,способ доставки
2500,['ока то быть я высылать костюм и документ на возврат правильно я понимать'],возврат/обмен/замена
2501,['здравствовать халат получать он я понравиться но не много маловат надо размер как он обменять и я бы сразу заказывать черный со тоже й'],возврат/обмен/замена
2502,['ока то вы я высылать костюм и документ на возврат правильно я понимать'],возврат/обмен/замена
2503,['здравствовать халат получать он я понравиться но не много маловат надо как он обменять и я бы сразу заказывать черный со скидка тоже й'],возврат/обмен/замена
2504,['здравствовать халат получать он я понравиться но не много маловат надо размер как он обменять я бы сразу заказывать черный со скидка тоже й'],возврат/обмен/замена
2505,['я очень перед вы извиняться но наверное отказываться потому что это выходить около отдавать такой деньги за костюм дорого очень жаль что у мы такой нет спасибо большой что написать я и я стыдно что морочить вы голова еще раз я'],возврат/обмен/замена
2506,['здравствовать можно ли я отказываться от'],возврат/обмен/замена
2507,['здравствовать можно я отказываться от заказ'],возврат/обмен/замена
2508,['я очень перед вы извиняться но наверное отказываться потому что это выходить около отдавать такой деньги за костюм дорого очень жаль что у мы такой нет спасибо большой что написать я и я что морочить вы голова еще раз извинять я'],возврат/обмен/замена
2509,['ока то быть вы я высылать костюм и документ на возврат правильно я'],возврат/обмен/замена
2510,['здравствовать халат получать он я понравиться но не много надо размер как он обменять и я бы сразу заказывать черный со скидка тоже й'],возврат/обмен/замена
2511,['здравствовать можно ли я от заказ'],возврат/обмен/замена
2512,['здравствовать можно я отказываться от заказ'],возврат/обмен/замена
2513,['здравствовать можно ли я отказываться от'],возврат/обмен/замена
2514,['ока то вы я высылать костюм и документ на возврат правильно я понимать'],возврат/обмен/замена
2515,['я перед вы извиняться но наверное отказываться потому что это выходить около отдавать такой деньги за костюм дорого жаль что у мы такой нет спасибо большой что написать я и я стыдно что морочить вы голова еще раз извинять я'],возврат/обмен/замена
2516,['очень перед вы извиняться но наверное отказываться потому что это выходить около отдавать такой деньги за костюм дорого очень жаль что у мы такой нет спасибо большой что написать и стыдно что морочить вы голова еще раз извинять'],возврат/обмен/замена
2517,['я очень перед вы извиняться но наверное отказываться потому что это выходить около отдавать такой деньги за костюм дорого очень жаль что у мы такой нет спасибо что написать я и я стыдно что морочить вы голова еще раз извинять я'],возврат/обмен/замена
2518,['здравствовать можно я отказываться от заказ'],возврат/обмен/замена
2519,['ока то быть вы я высылать костюм документ на возврат правильно я понимать'],возврат/обмен/замена
2520,['я перед вы извиняться но наверное отказываться потому что это выходить около отдавать такой деньги за костюм дорого жаль что у мы такой нет спасибо большой что написать я и я стыдно что морочить вы голова еще раз извинять я'],возврат/обмен/замена
2521,['я очень перед вы извиняться но наверное отказываться потому что это выходить около отдавать такой деньги за костюм дорого очень жаль что у мы такой нет спасибо большой что написать я и я стыдно что морочить вы голова раз извинять я'],возврат/обмен/замена
2522,['здравствовать можно ли я отказываться заказ'],возврат/обмен/замена
2523,['здравствовать можно я отказываться от заказ'],возврат/обмен/замена
2524,['я очень вы извиняться но наверное отказываться потому что это выходить около отдавать такой деньги за костюм дорого очень жаль что у мы такой нет спасибо большой что написать я и я стыдно что морочить вы голова еще раз извинять я'],возврат/обмен/замена
2525,['халат получать он я понравиться но не много маловат надо размер как он обменять и я бы сразу заказывать черный со скидка тоже й'],возврат/обмен/замена
2526,['здравствовать халат получать он я понравиться но не много маловат надо размер как он обменять и я бы сразу заказывать черный скидка тоже й'],возврат/обмен/замена
2527,['здравствовать халат получать он я понравиться но не много маловат надо размер как он обменять и я бы сразу заказывать со скидка тоже й'],возврат/обмен/замена
2528,['ока то быть вы я костюм и документ на возврат правильно я понимать'],возврат/обмен/замена
2529,['я очень перед вы извиняться но наверное отказываться потому что это выходить отдавать такой деньги за костюм дорого очень жаль что у мы такой нет спасибо большой что написать я и я стыдно что морочить вы голова еще раз извинять я'],возврат/обмен/замена
2530,['здравствовать халат получать он я понравиться но не маловат надо размер как он обменять и я бы сразу заказывать черный со скидка тоже й'],возврат/обмен/замена
2531,['то быть вы я высылать костюм и документ на возврат правильно я понимать'],возврат/обмен/замена
2532,['я очень перед вы извиняться наверное отказываться потому что это выходить около отдавать такой деньги за костюм дорого очень жаль что у мы такой нет спасибо большой что написать я и я стыдно что морочить вы голова еще раз извинять я'],возврат/обмен/замена
2533,['здравствовать халат получать он я понравиться но не много маловат надо размер как он обменять и я бы сразу заказывать со скидка тоже й'],возврат/обмен/замена
2534,['ока то быть вы я высылать костюм и документ на возврат я понимать'],возврат/обмен/замена
2535,['я перед вы извиняться но наверное отказываться потому что это выходить около отдавать такой деньги за костюм дорого жаль что у мы такой нет спасибо большой что написать я и я стыдно что морочить вы голова еще раз извинять я'],возврат/обмен/замена
2536,['здравствовать ли я отказываться от заказ'],возврат/обмен/замена
2537,['здравствовать можно ли я от заказ'],возврат/обмен/замена
2538,['здравствовать можно ли я от заказ'],возврат/обмен/замена
2539,['здравствовать халат получать он я понравиться но не много маловат надо размер как он и я бы сразу заказывать черный со скидка тоже й'],возврат/обмен/замена
2540,['здравствовать халат получать он я понравиться но не много маловат надо как он обменять и я бы сразу заказывать черный со скидка тоже й'],возврат/обмен/замена
2541,['я перед вы извиняться но наверное отказываться потому что это выходить около отдавать такой деньги за костюм дорого жаль что у мы такой нет спасибо большой что написать я и я стыдно что морочить вы голова еще раз извинять я'],возврат/обмен/замена
2542,['здравствовать можно ли я отказываться заказ'],возврат/обмен/замена
2543,['я перед вы извиняться но наверное отказываться потому что это выходить около отдавать такой деньги за костюм дорого жаль что у мы такой нет спасибо большой что написать я и я стыдно что морочить вы голова еще раз извинять я'],возврат/обмен/замена
2544,['ока то быть вы я высылать костюм и документ возврат правильно я понимать'],возврат/обмен/замена
2545,['то быть вы я высылать костюм и документ на возврат правильно я понимать'],возврат/обмен/замена
2546,['здравствовать можно ли я отказываться от'],возврат/обмен/замена
2547,['ока то быть вы я высылать костюм документ на возврат правильно я понимать'],возврат/обмен/замена
2548,['здравствовать можно я отказываться от заказ'],возврат/обмен/замена
2549,['я очень перед вы извиняться но отказываться потому что это выходить около отдавать такой деньги за костюм дорого очень жаль что у мы такой нет спасибо большой что написать я и я стыдно что морочить вы голова еще раз извинять я'],возврат/обмен/замена
2550,['здравствовать можно я отказываться от заказ'],возврат/обмен/замена
2551,['здравствовать халат получать он я понравиться но не много маловат надо размер как он обменять и я бы сразу заказывать черный со тоже й'],возврат/обмен/замена
2552,['я очень перед вы извиняться но наверное отказываться потому это выходить около отдавать такой деньги за костюм дорого очень жаль у мы такой нет спасибо большой написать я и я стыдно морочить вы голова еще раз извинять я'],возврат/обмен/замена
2553,['здравствовать можно ли я отказываться от'],возврат/обмен/замена
2554,['я очень перед вы извиняться но наверное отказываться потому что это выходить около отдавать деньги за костюм дорого очень жаль что у мы нет спасибо большой что написать я и я стыдно что морочить вы голова еще раз извинять я'],возврат/обмен/замена
2555,['я очень перед вы извиняться но наверное отказываться потому это выходить около отдавать такой деньги за костюм дорого очень жаль у мы такой нет спасибо большой написать я и я стыдно морочить вы голова еще раз извинять я'],возврат/обмен/замена
2556,['я очень перед вы извиняться но наверное отказываться что это выходить около отдавать такой деньги за костюм дорого очень жаль что у мы такой нет спасибо большой что написать я и я стыдно что морочить вы голова еще раз извинять я'],возврат/обмен/замена
2557,['ока то вы я высылать костюм и документ на возврат правильно я понимать'],возврат/обмен/замена
2558,['ока то быть вы я высылать костюм и документ на правильно я понимать'],возврат/обмен/замена
2559,['здравствовать халат получать он я понравиться но не много маловат надо размер как он обменять и я бы заказывать черный со скидка тоже й'],возврат/обмен/замена
2560,['здравствовать можно ли я от заказ'],возврат/обмен/замена
2561,['ока быть вы я высылать костюм и документ на возврат правильно я понимать'],возврат/обмен/замена
2562,['ока то быть вы высылать костюм и документ на возврат правильно понимать'],возврат/обмен/замена
2563,['я очень перед вы извиняться но наверное потому что это выходить около отдавать такой деньги за костюм дорого очень жаль что у мы такой нет спасибо большой что написать я и я стыдно что морочить вы голова еще раз извинять я'],возврат/обмен/замена
2564,['здравствовать можно ли я отказываться заказ'],возврат/обмен/замена
2565,['здравствовать ли я отказываться от заказ'],возврат/обмен/замена
2566,['здравствовать халат получать он я понравиться но не много маловат надо размер как он и я бы сразу заказывать черный со скидка тоже й'],возврат/обмен/замена
2567,['здравствовать халат получать он я понравиться но не много маловат надо размер как он обменять и я бы сразу заказывать черный скидка тоже й'],возврат/обмен/замена
2568,['ока то быть вы я высылать костюм и документ на правильно я понимать'],возврат/обмен/замена
